transaction_id,date,product_id,store_id,customer_id,quantity,discount,returned
T0022285,2020-09-02,P037776,S003,C020410,4,0.0,0
T0022286,2024-10-21,P022941,S005,C004186,4,0.0,0
T0022287,2021-04-04,P029300,S001,C012191,4,,0
T0022288,2024-04-09,P009841,S004,C005996,1,0.0,0
T0022289,2023-07-10,P025369,S004,C008992,4,0.1,0
T0022290,2020-03-13,P009700,S005,C020466,1,,0
T0022291,2023-02-28,P005331,S001,C018737,3,0.1,0
T0022292,2023-01-22,P020942,S001,C003359,4,0.0,1
T0022293,2020-05-31,P041671,S005,C010914,4,0.0,0
T0022294,2020-02-10,P025273,S003,C016837,2,0.0,0
T0022295,2023-08-21,P006242,S005,C020884,1,0.0,0
T0022296,2024-08-14,P020883,S005,C003550,4,0.0,0
T0022297,2022-09-02,P024473,S003,C008311,4,0.2,0
T0022298,2023-03-16,P007309,S003,C002997,3,0.1,0
T0022299,2023-08-13,P008503,S002,,1,0.1,0
T0022300,2022-03-01,P041908,S005,C020402,1,0.0,0
T0022301,2021-08-01,P010079,S002,C006910,2,0.0,0
T0022302,2023-11-05,P045643,S005,C011688,2,0.0,0
T0022303,2023-06-15,P026100,S001,C019214,4,0.1,0
T0022304,2022-03-03,P008846,S002,C012783,1,0.2,0
T0022305,2022-07-09,P011164,S005,C015230,3,0.0,0
T0022306,2024-03-12,P018854,S005,C022276,2,0.0,0
T0022307,2021-05-01,P003293,S002,C015105,3,0.0,0
T0022308,2023-10-30,P034904,S003,C020759,1,0.0,0
T0022309,2022-10-01,P044144,S004,C003021,1,0.0,0
T0022310,2023-06-08,P001131,S002,C023393,1,0.0,0
T0022311,2021-05-27,P044153,S005,C012814,1,,0
T0022312,2021-12-07,P020351,S003,C016430,4,0.0,0
T0022313,2023-07-27,P005957,S003,C010258,4,0.0,0
T0022314,2022-07-20,P031925,S001,C024450,2,0.0,0
T0022315,2022-09-08,P011284,S005,C003525,3,0.2,0
T0022316,2020-11-09,P014252,S002,C024825,2,0.0,1
T0022317,2022-07-19,P027715,S005,C022578,2,0.0,0
T0022318,2023-01-03,P999999,S003,C002917,4,0.0,1
T0022319,2024-12-06,P043577,S002,C013123,2,0.0,0
T0022320,2022-01-07,P019719,S001,C024572,2,0.0,0
T0022321,2021-04-03,P048674,S003,C012051,4,0.0,0
T0022322,2020-10-22,P034222,S004,C001001,4,0.0,0
T0022323,2021-08-10,P010168,S004,C016027,2,,0
T0022324,2023-07-28,P023182,S005,C014883,1,0.0,0
T0022325,2024-02-06,P043539,S003,C003613,2,0.1,0
T0022326,2020-12-23,P046994,S001,C024918,1,0.2,0
T0022327,2022-03-06,P012896,S005,C015520,4,,0
T0022328,2021-06-10,P048483,S004,C014694,1,0.0,0
T0022329,2024-12-11,P020843,S004,,4,,0
T0022330,2020-11-24,P029869,S005,C018194,2,0.0,0
T0022331,2022-01-23,P032338,S003,C016606,3,0.1,0
T0022332,2024-02-24,P006109,S001,C008607,3,0.0,0
T0022333,2020-02-12,P031411,S002,C002264,4,0.0,0
T0022334,2022-06-03,P041472,S001,C020446,3,0.0,0
T0022335,2024-07-07,P040453,S002,C022576,1,0.0,0
T0022336,2021-09-06,P039700,S003,C009463,1,0.2,0
T0022337,2020-10-21,P009358,S002,C010308,4,0.0,0
T0022338,2020-03-28,P026269,S004,C015859,2,0.1,0
T0022339,2022-07-30,P042848,S004,,1,0.0,0
T0022340,2022-04-20,P001884,S001,C021737,1,0.0,0
T0022341,2023-12-26,P025362,S005,C022951,1,0.0,0
T0022342,2024-12-06,P032908,S001,C011531,4,0.0,0
T0022343,2023-01-13,P005975,S004,C013542,4,0.1,0
T0022344,2024-10-10,P048631,S004,C017519,2,0.1,0
T0022345,2021-04-09,P008551,S004,C017125,3,0.1,0
T0022346,2022-04-03,P025847,S004,C015841,4,0.1,0
T0022347,2020-09-13,P032065,S005,C016747,1,0.0,0
T0022348,2024-09-16,P015174,S001,C016443,1,0.0,0
T0022349,2023-07-07,P038190,S004,C008504,2,0.0,1
T0022350,2021-12-23,P042330,S001,C016827,2,0.3,0
T0022351,2021-03-02,P014368,S004,C008176,2,0.1,0
T0022352,2022-04-11,P048821,S001,C013861,4,0.2,0
T0022353,2022-05-12,P023608,S004,C001808,2,0.0,0
T0022354,2024-12-14,P032069,S003,C000178,1,,0
T0022355,2022-05-05,P013746,S005,C015776,1,0.0,0
T0022356,2022-08-01,P007218,S003,C022796,4,0.0,0
T0022357,2024-02-11,P005227,S002,C018497,1,0.1,1
T0022358,2022-07-15,P010964,S001,C003054,4,0.0,0
T0022359,2022-06-28,P021418,S003,C021666,1,0.1,0
T0022360,2022-03-06,P019595,S003,C011843,3,0.1,0
T0022361,2022-08-07,P004314,S004,C002791,4,0.0,0
T0022362,2022-01-14,P009168,S005,C016983,2,0.0,0
T0022363,2021-11-22,P037943,S004,C011487,4,0.0,0
T0022364,2021-10-29,P999999,S004,C023765,4,0.0,0
T0022365,2023-09-24,P033663,S004,C021140,4,0.1,0
T0022366,2022-03-27,P045034,S005,C019473,3,0.0,0
T0022367,2020-09-29,P016898,S004,C017098,1,0.0,0
T0022368,2024-01-21,P029603,S004,C015563,3,0.0,0
T0022369,2022-12-21,P001563,S002,C023731,2,0.3,0
T0022370,2021-02-25,P034684,S004,C006475,2,0.0,0
T0022371,2021-05-18,P002701,S004,C003126,2,0.2,0
T0022372,2021-03-20,P007620,S003,C015736,3,0.1,0
T0022373,2023-12-30,P030613,S002,C002383,1,0.1,0
T0022374,2021-01-26,P037742,S005,C002438,1,0.1,0
T0022375,2023-03-10,P028919,S002,C011473,1,0.2,0
T0022376,2021-02-02,P032119,S002,C010997,2,0.0,0
T0022377,2024-11-24,P029374,S004,C008610,1,0.2,0
T0022378,2024-02-02,P040833,S001,C013484,4,0.0,0
T0022379,2023-09-12,P008543,S003,C023040,2,0.1,0
T0022380,2024-05-24,P012688,S002,C012674,4,0.0,0
T0022381,2023-06-21,P030624,S005,C001297,4,0.1,0
T0022382,2022-01-14,P039550,S004,C017817,3,0.3,0
T0022383,2022-08-06,P034170,S002,C018462,3,0.0,0
T0022384,2023-01-27,P040656,S003,C008884,4,0.1,0
T0022385,2024-11-01,P022949,S004,C022522,3,0.0,1
T0022386,2024-04-13,P010734,S005,C006455,3,0.0,0
T0022387,2024-06-10,P034791,S001,C022005,2,0.2,1
T0022388,2022-04-16,P040657,S004,C021387,4,0.0,0
T0022389,2022-02-06,P031110,S003,,2,0.1,0
T0022390,2023-08-11,P030832,S005,C011842,3,,0
T0022391,2021-09-20,P029612,S001,C005776,3,0.2,0
T0022392,2021-03-13,P031604,S002,C004596,2,0.2,0
T0022393,2022-03-15,P022327,S001,C015831,1,0.0,0
T0022394,2020-10-16,P024024,S002,C008855,2,0.1,0
T0022395,2022-08-21,P011683,S003,C004876,3,0.0,0
T0022396,2020-08-10,P044048,S005,C015806,4,0.0,0
T0022397,2023-01-16,P012363,S004,C020323,3,0.2,0
T0022398,2023-08-28,P034723,S002,C024659,2,0.0,0
T0022399,2022-07-15,P017465,S001,C003031,2,0.1,0
T0022400,2021-09-07,P038921,S001,C011055,4,0.0,0
T0022401,2024-09-01,P031785,S002,C016145,3,0.0,0
T0022402,2024-05-05,P025653,S005,C001592,4,0.3,0
T0022403,2024-11-16,P012474,S002,C009677,1,,0
T0022404,2023-07-01,P008046,S003,C010700,3,0.0,0
T0022405,2022-04-24,P029439,S002,C021759,2,0.0,0
T0022406,2020-04-14,P039017,S004,C000047,1,0.0,0
T0022407,2021-02-12,P016043,S005,C015517,3,0.0,0
T0022408,2021-03-20,P013505,S003,C024127,1,0.0,0
T0022409,2021-11-22,P004203,S005,C008703,2,0.0,0
T0022410,2023-02-03,P033815,S004,C007214,4,0.0,0
T0022411,2024-12-27,P033824,S001,C021594,4,0.0,0
T0022412,2020-11-16,P010253,S004,C008945,4,0.1,1
T0022413,2023-09-12,P011141,S004,C007166,4,0.0,0
T0022414,2022-02-26,P033931,S002,C017503,3,0.0,1
T0022415,2022-11-25,P002540,S001,C015130,3,0.0,0
T0022416,2022-06-03,P028618,S004,C023568,4,0.1,1
T0022417,2021-01-04,P038399,S001,C022855,1,0.1,0
T0022418,2022-06-26,P044601,S005,C022633,3,0.0,0
T0022419,2020-02-18,P014095,S005,C020800,3,0.0,0
T0022420,2023-11-22,P029949,S005,C016955,3,0.0,0
T0022421,2021-02-26,P009282,S005,C011286,4,0.1,0
T0022422,2022-03-01,P003183,S001,C017655,3,0.1,1
T0022423,2023-03-08,P019466,S003,C008383,4,0.0,0
T0022424,2023-09-28,P017634,S005,C009880,4,0.0,0
T0022425,2020-12-18,P044533,S005,C015999,2,0.1,1
T0022426,2021-07-13,P026656,S003,C013933,3,0.0,0
T0022427,2024-03-07,P011871,S004,C010109,4,0.0,0
T0022428,2023-10-25,P017165,S002,C011465,4,0.0,0
T0022429,2023-02-27,P026562,S002,C005402,1,0.0,0
T0022430,2024-04-24,P048935,S004,C001269,2,0.2,0
T0022431,2020-11-15,P009505,S003,C019697,1,,1
T0022432,2023-08-06,P026775,S001,C019462,1,0.0,0
T0022433,2022-04-03,P041106,S002,C005221,1,0.0,0
T0022434,2023-03-23,P007766,S004,C006822,2,0.0,0
T0022435,2024-05-20,P021114,S001,C017707,3,0.0,0
T0022436,2024-06-28,P010970,S004,,2,0.1,0
T0022437,2021-02-09,P000901,S003,C015652,4,0.1,0
T0022438,2020-11-04,P029024,S003,C016684,4,0.1,0
T0022439,2022-04-22,P043117,S003,C016848,4,0.0,0
T0022440,2021-10-10,P000508,S005,C003313,1,0.0,0
T0022441,2022-08-17,P043560,S005,C022140,1,0.0,0
T0022442,2021-05-18,P016529,S004,C000434,1,0.1,0
T0022443,2024-11-12,P011501,S001,C021434,2,0.0,0
T0022444,2024-02-21,P011411,S003,C011964,1,0.1,0
T0022445,2020-09-24,P027911,S004,C023549,4,0.0,0
T0022446,2024-04-10,P012448,S001,C017766,2,0.1,0
T0022447,2022-09-23,P035782,S005,C017571,3,0.1,0
T0022448,2021-10-09,P003367,S001,C013485,4,0.0,0
T0022449,2023-06-04,P022018,S002,C017633,4,0.0,0
T0022450,2024-04-12,P006585,S001,C005890,4,0.1,0
T0022451,2023-06-08,P031252,S004,C014483,3,0.0,0
T0022452,2022-12-22,P047094,S005,C000992,3,0.1,0
T0022453,2024-02-14,P022481,S002,C000142,4,,0
T0022454,2023-07-10,P018032,S001,C019861,3,0.0,0
T0022455,2024-11-28,P027156,S002,C005421,2,0.0,0
T0022456,2020-03-13,P004532,S003,C000400,2,0.0,0
T0022457,2023-10-16,P016081,S003,C009045,3,0.0,0
T0022458,2020-07-17,P024721,S001,C014191,2,0.0,1
T0022459,2024-05-30,P021265,S005,C012811,3,0.0,0
T0022460,2020-05-13,P016020,S004,C012630,2,0.0,0
T0022461,2020-06-24,P011874,S003,C006752,4,0.0,0
T0022462,2020-02-13,P022496,S005,C022890,4,0.3,0
T0022463,2020-01-18,P044013,S001,C018758,1,0.0,0
T0022464,2024-10-31,P015885,S001,C013443,1,0.0,0
T0022465,2024-11-15,P021257,S002,C015884,2,0.0,0
T0022466,2020-04-18,P020975,S002,C022216,3,0.0,0
T0022467,2021-11-09,P006224,S001,C005815,4,0.0,0
T0022468,2024-10-12,P019516,S004,C012548,4,0.0,0
T0022469,2020-07-03,P048302,S005,C008139,3,0.0,0
T0022470,2021-10-03,P046142,S003,C018456,3,0.0,0
T0022471,2021-12-31,P035919,S005,C011829,3,0.0,0
T0022472,2021-02-19,P002852,S001,,4,0.1,0
T0022473,2024-03-02,P022832,S004,C009045,4,0.0,0
T0022474,2020-11-04,P034438,S002,C007867,4,0.0,0
T0022475,2021-03-12,P042796,S001,C010162,1,0.0,0
T0022476,2021-09-21,P014314,S002,,2,0.0,0
T0022477,2024-09-17,P047518,S005,C004754,4,,0
T0022478,2020-05-15,P028793,S004,C009416,1,0.0,0
T0022479,2022-01-13,P016381,S002,C018279,1,0.0,0
T0022480,2023-06-30,P006178,S002,C002580,4,0.0,0
T0022481,2021-10-08,P017007,S004,C002598,1,0.0,0
T0022482,2023-04-09,P009039,S003,C020021,2,0.0,1
T0022483,2024-08-23,P024140,S003,C000305,2,0.0,0
T0022484,2022-07-03,P017150,S005,C018000,2,0.2,0
T0022485,2022-08-30,P000217,S003,C000658,4,0.0,0
T0022486,2021-11-24,P032896,S001,C000431,1,0.0,0
T0022487,2023-12-11,P024707,S001,C015539,3,0.0,0
T0022488,2020-12-24,P999999,S004,C006233,4,0.0,0
T0022489,2021-08-16,P024584,S001,C021702,3,0.0,0
T0022490,2021-09-13,P018297,S001,C015199,3,0.0,0
T0022491,2020-07-26,P020420,S004,C003446,2,0.0,0
T0022492,2024-07-01,P030696,S005,C019928,1,0.0,1
T0022493,2023-02-24,P043269,S004,C004705,2,0.1,0
T0022494,2020-11-23,P042121,S001,C000719,4,0.1,0
T0022495,2024-12-08,P009065,S003,C012151,2,0.3,0
T0022496,2020-11-07,P014674,S005,C005757,1,0.0,0
T0022497,2020-11-30,P009352,S001,C022798,3,0.0,0
T0022498,2022-04-30,P025634,S005,C003067,2,0.0,0
T0022499,2020-08-30,P020500,S003,C005546,3,0.0,0
T0022500,2022-12-26,P025627,S001,C023884,3,0.1,0
T0022501,2023-06-20,P028962,S002,C012048,2,0.0,0
T0022502,2022-04-19,P009855,S002,C021440,4,0.1,0
T0022503,2020-11-20,P041079,S004,C005835,3,0.0,0
T0022504,2023-02-24,P021410,S005,C010516,1,0.0,0
T0022505,2023-02-05,P020709,S002,C022451,3,0.0,0
T0022506,2023-07-11,P039823,S004,C023802,3,0.0,0
T0022507,2022-08-19,P027322,S001,C020599,4,0.0,0
T0022508,2023-12-04,P033467,S004,C004999,3,0.3,0
T0022509,2021-07-29,P043984,S002,C017947,2,0.0,0
T0022510,2023-11-14,P005068,S001,,1,0.0,0
T0022511,2024-10-02,P026305,S005,C008435,3,0.2,1
T0022512,2021-05-25,P026364,S002,C008575,4,0.0,0
T0022513,2020-08-20,P012708,S003,C007370,4,0.0,0
T0022514,2023-09-21,P028583,S001,C001855,1,0.0,0
T0022515,2020-10-27,P009748,S002,C018534,3,0.2,0
T0022516,2022-06-30,P040696,S001,C019152,2,0.0,1
T0022517,2020-07-17,P001162,S005,C012084,3,0.2,0
T0022518,2024-03-27,P038823,S004,C004275,1,,0
T0022519,2020-03-21,P045949,S001,C019951,1,0.0,0
T0022520,2020-10-04,P036245,S002,C021117,1,0.0,0
T0022521,2024-12-07,P046463,S004,C015828,2,0.2,0
T0022522,2022-02-19,P029776,S001,C015887,2,0.0,0
T0022523,2022-08-26,P048729,S001,C001903,2,0.1,0
T0022524,2022-02-15,P009315,S001,C005105,3,0.1,0
T0022525,2022-09-03,P049706,S003,C022962,1,0.0,0
T0022526,2020-12-15,P021288,S004,C023197,1,0.3,0
T0022527,2024-04-20,P037880,S005,C021325,4,0.3,0
T0022528,2020-02-10,P017603,S005,C009779,1,0.1,0
T0022529,2023-04-15,P002419,S005,C021173,2,0.3,0
T0022530,2023-11-10,P016872,S002,C011601,1,0.1,0
T0022531,2024-08-02,P013202,S004,C015785,1,0.0,0
T0022532,2022-01-12,P999999,S001,C022548,1,0.1,0
T0022533,2022-06-22,P031562,S001,C004388,4,0.1,0
T0022534,2023-04-12,P031009,S001,C022897,2,0.0,0
T0022535,2023-03-17,P015452,S005,C017219,1,0.0,0
T0022536,2021-01-07,P011036,S002,C018812,3,0.0,0
T0022537,2022-07-05,P011021,S001,C013105,1,0.0,0
T0022538,2020-02-10,P039110,S005,C010546,4,0.0,1
T0022539,2022-10-04,P015143,S004,C005300,4,0.1,0
T0022540,2023-10-07,P024589,S003,C024057,3,0.1,0
T0022541,2023-03-06,P045567,S005,C019484,1,0.1,0
T0022542,2021-12-05,P042199,S002,C011013,4,0.0,0
T0022543,2024-12-18,P000693,S003,C011819,4,0.2,0
T0022544,2021-11-26,P019562,S005,C010124,4,0.0,0
T0022545,2020-06-23,P004912,S005,C014365,1,0.0,1
T0022546,2024-12-20,P038187,S001,C011754,2,0.0,0
T0022547,2022-01-27,P003707,S003,C019469,2,0.0,0
T0022548,2020-05-21,P040334,S004,C013140,2,0.0,0
T0022549,2020-12-28,P013863,S003,C003565,2,0.3,0
T0022550,2020-10-03,P011377,S001,C017909,4,0.0,0
T0022551,2023-07-02,P027884,S001,C015084,1,0.1,0
T0022552,2021-09-06,P024241,S004,C020919,4,0.0,0
T0022553,2023-10-19,P035846,S004,C011756,1,0.3,0
T0022554,2022-03-17,P036644,S004,C019098,3,0.0,0
T0022555,2020-11-02,P027965,S002,C017015,1,0.0,0
T0022556,2020-08-15,P018319,S001,C020877,2,0.0,0
T0022557,2024-06-07,P025847,S002,C001467,4,0.0,0
T0022558,2023-10-01,P017873,S002,C020516,3,0.0,0
T0022559,2021-02-07,P004789,S005,C016033,3,0.1,0
T0022560,2023-07-22,P028314,S003,C014756,2,0.0,1
T0022561,2021-10-18,P004782,S001,C024786,4,0.2,0
T0022562,2021-08-21,P018229,S001,C008183,3,0.0,1
T0022563,2023-12-27,P006368,S005,C013370,2,0.0,0
T0022564,2024-06-11,P026711,S002,C006057,2,0.0,0
T0022565,2024-05-29,P029703,S001,C000622,1,0.1,0
T0022566,2020-06-19,P027628,S002,C009926,3,0.1,0
T0022567,2021-12-27,P008692,S005,C001127,2,0.0,0
T0022568,2023-05-19,P034616,S002,C002137,3,0.0,0
T0022569,2024-06-25,P043865,S001,C010080,3,0.0,0
T0022570,2022-10-10,P045032,S003,C022435,3,0.1,1
T0022571,2020-02-02,P038313,S003,C013700,1,0.3,1
T0022572,2023-06-27,P005434,S001,C022405,1,0.1,1
T0022573,2024-12-29,P023704,S001,C017516,4,0.0,0
T0022574,2023-04-23,P009486,S003,C011633,4,,0
T0022575,2022-05-05,P009476,S003,C013457,2,0.1,0
T0022576,2020-12-12,P047128,S002,C007111,2,0.0,0
T0022577,2022-01-17,P049147,S003,C003370,1,0.0,0
T0022578,2024-10-09,P039628,S004,C014533,3,0.0,0
T0022579,2021-06-01,P024623,S004,C009632,2,0.0,0
T0022580,2021-01-28,P014483,S002,,3,0.0,0
T0022581,2022-11-17,P013397,S005,C011990,2,0.0,0
T0022582,2021-07-27,P037505,S003,,3,0.0,0
T0022583,2022-12-01,P031717,S003,C024893,3,0.0,0
T0022584,2020-02-18,P010457,S005,C010357,1,0.2,0
T0022585,2022-09-29,P021848,S005,C009917,2,0.0,1
T0022586,2021-10-14,P048788,S002,C001013,3,0.1,0
T0022587,2020-12-07,P014396,S005,C020748,1,0.0,0
T0022588,2020-04-16,P035769,S005,C013208,2,0.0,0
T0022589,2023-08-22,P012647,S004,C015970,3,0.0,1
T0022590,2021-05-04,P018104,S004,C022271,3,0.0,0
T0022591,2023-12-05,P022454,S004,,1,,0
T0022592,2021-09-19,P031450,S999,C023817,3,0.0,0
T0022593,2021-06-22,P040312,S002,C011434,2,0.0,0
T0022594,2022-07-08,P039103,S003,C006495,1,0.1,0
T0022595,2022-06-05,P005489,S002,C016027,1,0.0,0
T0022596,2021-11-22,P010405,S002,C013602,3,0.1,0
T0022597,2020-03-23,P019489,S002,C012010,3,0.0,0
T0022598,2021-07-12,P010891,S001,C013282,4,0.0,0
T0022599,2024-03-15,P006662,S004,C001793,4,,0
T0022600,2024-04-04,P023948,S004,C001438,4,,0
T0022601,2023-09-06,P000777,S002,C018285,3,0.0,0
T0022602,2022-07-27,P019600,S001,C018017,4,0.0,0
T0022603,2023-09-12,P040565,S004,C020160,2,0.0,0
T0022604,2020-06-13,P021060,S001,C024751,3,0.0,0
T0022605,2021-11-12,P004276,S005,C007428,2,,0
T0022606,2023-02-03,P009516,S004,,2,0.1,0
T0022607,2020-03-05,P013972,S004,C008207,1,0.0,0
T0022608,2020-09-24,P035394,S005,C003378,2,0.3,0
T0022609,2024-11-20,P047774,S005,C018223,2,0.0,0
T0022610,2023-07-02,P026640,S005,C010967,2,,0
T0022611,2020-01-22,P039496,S005,C011208,2,,0
T0022612,2024-02-13,P028035,S002,C002088,2,0.0,0
T0022613,2023-03-20,P021664,S005,C007800,3,0.0,1
T0022614,2020-02-09,P027877,S001,C021973,1,0.0,0
T0022615,2021-09-11,P014021,S004,C011741,4,0.1,0
T0022616,2022-02-18,P018909,S003,C001945,4,0.0,0
T0022617,2021-02-12,P009933,S002,C014755,3,0.0,0
T0022618,2022-08-20,P022187,S005,C018611,2,0.1,0
T0022619,2022-02-17,P018610,S003,C018100,3,0.0,1
T0022620,2022-03-06,P019391,S001,C001278,2,0.0,0
T0022621,2020-03-14,P038600,S004,C013470,1,0.1,0
T0022622,2023-11-24,P013738,S002,C020621,4,0.0,0
T0022623,2023-10-08,P003042,S001,C000420,2,0.3,0
T0022624,2021-07-07,P023580,S003,C000999,4,0.0,0
T0022625,2023-11-28,P029361,S004,C009738,3,0.1,1
T0022626,2022-02-07,P046703,S002,C012542,2,0.0,0
T0022627,2021-11-18,P008329,S005,C014332,1,0.0,0
T0022628,2022-01-21,P049186,S003,C013837,2,0.0,0
T0022629,2024-07-02,P021224,S005,C023266,4,0.1,0
T0022630,2022-11-15,P049585,S002,C006367,1,0.0,0
T0022631,2024-10-14,P046657,S004,C001780,4,0.0,0
T0022632,2024-05-24,P014955,S002,C020236,2,0.0,0
T0022633,2022-05-19,P033881,S004,C003812,3,0.1,0
T0022634,2022-04-13,P031696,S003,C002980,3,0.0,0
T0022635,2023-12-19,P041247,S003,C001648,3,0.1,0
T0022636,2021-12-01,P007156,S003,C002459,1,0.1,1
T0022637,2020-09-28,P022091,S005,C000474,1,0.0,0
T0022638,2021-12-10,P018679,S003,C013818,3,0.0,0
T0022639,2024-01-12,P045761,S005,C016040,3,0.1,0
T0022640,2021-06-19,P011744,S005,C010949,1,0.3,0
T0022641,2023-02-05,P036678,S002,C009196,3,0.0,0
T0022642,2021-01-30,P026626,S004,C005747,1,0.0,0
T0022643,2022-09-28,P016167,S001,C004325,3,0.3,0
T0022644,2021-07-30,P017855,S005,C000499,4,0.0,0
T0022645,2021-06-30,P000046,S002,C016811,2,0.0,0
T0022646,2020-06-19,P005983,S001,C007876,4,,0
T0022647,2022-07-10,P005928,S005,C023932,2,0.1,0
T0022648,2023-10-07,P032867,S005,C010730,1,,0
T0022649,2020-06-22,P002838,S003,C022625,3,0.0,0
T0022650,2024-07-07,P002627,S002,C020162,4,0.0,0
T0022651,2023-09-26,P023938,S004,C023858,1,0.2,0
T0022652,2021-10-14,P047326,S001,C014091,1,,0
T0022653,2024-10-30,P015878,S001,C008630,1,,0
T0022654,2022-11-08,P032505,S003,C011244,4,0.0,0
T0022655,2020-08-20,P020183,S002,C024212,4,0.2,0
T0022656,2020-02-17,P047797,S002,C013953,4,0.0,1
T0022657,2024-07-18,P038152,S002,C018283,2,0.0,0
T0022658,2020-09-20,P011351,S004,C017685,1,0.0,0
T0022659,2024-07-09,P012580,S003,C024462,4,0.0,0
T0022660,2024-04-09,P040359,S003,C005869,1,0.0,0
T0022661,2020-08-07,P023528,S004,C002940,3,0.0,1
T0022662,2021-05-12,P008891,S001,C002347,1,0.1,0
T0022663,2020-06-01,P026197,S003,C006864,1,0.2,0
T0022664,2020-12-28,P023792,S001,C013147,4,0.0,0
T0022665,2022-02-03,P012819,S003,C021781,2,0.0,1
T0022666,2020-05-13,P002212,S005,C023265,2,0.0,0
T0022667,2020-11-11,P024179,S002,C009213,3,0.0,0
T0022668,2023-03-17,P048199,S002,C011327,3,0.0,0
T0022669,2024-06-29,P004144,S001,C000938,4,0.0,0
T0022670,2021-04-30,P000741,S005,C011591,4,0.0,0
T0022671,2024-05-14,P019181,S003,C020602,4,0.1,0
T0022672,2020-06-27,P030755,S001,C013325,2,0.0,0
T0022673,2024-11-03,P005612,S003,C012384,3,0.0,0
T0022674,2020-06-03,P004227,S004,C017657,1,0.2,0
T0022675,2020-01-20,P008179,S003,C014822,3,0.3,0
T0022676,2024-01-20,P012399,S004,C016596,3,0.0,0
T0022677,2020-01-28,P037919,S005,C023151,3,0.1,0
T0022678,2024-02-17,P048125,S001,C006190,4,0.1,0
T0022679,2024-07-10,P029480,S001,C011313,2,0.0,0
T0022680,2021-11-29,P004013,S004,C018110,4,0.0,0
T0022681,2024-11-17,P029361,S004,C014315,1,0.0,0
T0022682,2023-06-18,P046753,S004,C003548,1,0.0,0
T0022683,2020-05-24,P047542,S001,C016998,3,0.2,0
T0022684,2020-11-15,P006123,S004,C009886,1,0.0,0
T0022685,2023-04-08,P042181,S001,C008192,4,,0
T0022686,2023-07-06,P017099,S001,C019923,3,0.0,1
T0022687,2024-11-19,P010318,S001,C004166,4,0.2,1
T0022688,2022-08-01,P035847,S005,C014040,1,0.0,0
T0022689,2023-07-16,P022588,S005,C010887,2,0.2,0
T0022690,2024-11-23,P022246,S001,C023995,3,0.2,0
T0022691,2021-11-08,P026875,S005,C022777,3,0.0,0
T0022692,2024-05-28,P041605,S003,C018477,2,0.0,0
T0022693,2023-09-23,P048229,S003,C020987,4,0.2,0
T0022694,2020-08-04,P016884,S005,C021604,1,0.1,0
T0022695,2023-06-08,P021546,S001,C008064,2,,0
T0022696,2020-09-06,P023016,S001,C005515,4,0.0,0
T0022697,2020-04-25,P018162,S001,C020747,4,0.0,0
T0022698,2023-12-13,P005342,S005,C014195,4,0.0,0
T0022699,2020-10-11,P045259,S001,C005712,1,0.0,1
T0022700,2021-02-12,P013833,S001,C001433,4,0.0,0
T0022701,2024-03-07,P022867,S003,C016959,1,0.0,0
T0022702,2020-06-15,P022017,S005,C005300,1,0.0,0
T0022703,2021-01-15,P020982,S005,C004323,1,,0
T0022704,2020-07-06,P016753,S003,C011693,1,0.1,0
T0022705,2024-01-10,P012337,S002,C011986,2,0.0,0
T0022706,2020-07-06,P029683,S005,C003653,3,,0
T0022707,2020-01-08,P048783,S001,C010688,4,0.0,0
T0022708,2022-06-05,P034046,S001,C013073,4,,0
T0022709,2024-06-09,P019863,S001,C005044,4,0.0,0
T0022710,2023-11-05,P016287,S001,,3,0.1,0
T0022711,2021-04-22,P029158,S004,,3,0.0,1
T0022712,2021-03-06,P024142,S004,C018307,2,0.0,1
T0022713,2020-04-12,P049604,S002,C016970,1,0.0,0
T0022714,2024-01-08,P013290,S002,C015063,2,0.0,0
T0022715,2020-06-11,P020733,S002,C003614,3,0.1,0
T0022716,2022-03-03,P001940,S004,C007024,4,0.0,0
T0022717,2021-10-18,P004151,S005,C022871,3,0.0,0
T0022718,2023-07-04,P005435,S002,C023311,1,0.0,0
T0022719,2022-12-20,P029895,S004,C014585,2,0.0,1
T0022720,2021-01-29,P024619,S001,C011013,3,0.0,1
T0022721,2022-09-01,P011766,S001,C007748,1,0.0,0
T0022722,2024-08-01,P005378,S001,C010188,2,0.0,1
T0022723,2021-02-08,P035023,S002,C002744,2,0.0,0
T0022724,2023-12-21,P009355,S005,C020935,3,0.0,0
T0022725,2022-10-11,P001117,S002,C005837,3,0.1,0
T0022726,2023-05-24,P043539,S002,C013232,2,0.0,0
T0022727,2023-12-17,P005141,S001,C020039,3,0.0,0
T0022728,2021-01-16,P035156,S004,C023658,2,0.2,0
T0022729,2022-08-18,P007513,S002,C001725,1,0.0,0
T0022730,2021-08-12,P008029,S003,C009321,1,0.1,1
T0022731,2024-02-07,P045185,S001,C024301,1,0.1,0
T0022732,2023-10-16,P047380,S001,C019716,3,0.0,1
T0022733,2023-04-27,P014981,S004,C021731,2,0.0,0
T0022734,2024-11-06,P009127,S002,C003524,1,0.1,0
T0022735,2024-10-29,P008141,S004,C015937,2,0.0,0
T0022736,2020-05-05,P037970,S005,C019942,1,0.0,0
T0022737,2022-06-25,P048915,S001,C022484,4,0.2,0
T0022738,2021-01-13,P019179,S004,C017689,1,0.0,0
